MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL,DESV_ENT_NOTAS,SUM_NOTAS
835361,Olívia Amanda Chaoezivic,1,1,1,1,0,0,0,0,1,5,4,3,DIFICULDADE,0,0.5
980931,Robert Martin Barroso da Silva,1,1,1,1,0,0,0,0,0,8,5,2,DIFICULDADE,0,"0,00"
762335,Otávia Vane,0,0,0,0,6.5,6.6,5.4,5.7,0,1,2,6,EXATAS,0.59161,2.9937
647693,Olívia Eliomar de Nogueira,0,0,0,0,7.3,7.4,6.7,7.5,1,13,2,5,HUMANAS,0.3594,3.1204
933727,Poliana do Prado,0,0,0,0,7.5,6.7,8,,1,12,5,6,MUITO_BOM,0.65574,3.7233
505603,Edu Raul de Arruda da Costa,0,0,0,0,6.8,6.9,7.5,6.4,0,12,5,3,HUMANAS,0.45461,3.4957
934266,Ademar Joel de Barboza,0,0,0,0,6.1,5.5,4.6,5.8,0,13,5,4,DIFICULDADE,0.64807,2.6986
995136,Mikaella Anna da Lira Eavic,1,3,1,3,0,0,0,0,0,2,5,3,DIFICULDADE,0,"0,00"
653058,Miguel Schneider,0,0,0,0,6.4,6.7,6.8,5.9,1,7,5,3,HUMANAS,0.40415,2.7628
602452,Paula de Melo,0,0,0,0,7,7.3,6.1,6.5,1,2,0,6,EXATAS,0.53151,2.8605
208715,Emanoel Albino Baseta,0,0,0,0,7.5,8,9,8.2,0,16,7,1,EXCELENTE,0.62383,4.2222
828942,Mayra de Barbosa dos Santos,0,0,0,0,4.8,6,6,5.4,1,3,3,5,DIFICULDADE,0.57446,2.4166
833732,Lígia Rosilda Goin,1,1,1,1,0,0,0,0,1,12,4,5,DIFICULDADE,0,0.5
570611,Joyce Mendes Góis,0,0,1,1,5.3,5.2,0,0,,0,1,7,DIFICULDADE,3.03136,3.0022
382525,Milton Jack Ocroão de Britto Júnior,0,0,0,0,6.1,6.7,6.8,5.3,1,9,5,3,HUMANAS,0.68981,2.7209
306638,Aparecida Trerru de Barbosa,0,0,0,0,5.7,6.2,5.5,5.3,0,8,5,3,EXATAS,0.38622,2.8595
379370,Eleriane Susan dos Reis Pinhão Yudo,0,0,0,0,6.8,6.7,5.7,5.9,1,5,5,3,EXATAS,0.55603,2.5863
545816,Manuela da Serra Peyoya,0,0,0,0,6.2,5.9,7.1,6.2,,13,3,3,HUMANAS,0.51962,0.6245
311463,José de Munhoz Mercado Duque,0,0,0,0,7.2,5.9,9.3,6.8,0,19,0,3,MUITO_BOM,1.43991,3.9387
777713,Sebastião Gauã Júnior,0,0,0,0,6.7,7.2,7.2,5.7,1,4,3,5,HUMANAS,0.70711,2.9364
556501,Fabiano Álvaro dos Santos,3,1,1,1,0,0,0,,0,2,1,7,DIFICULDADE,0,"0,00"
487331,Kiara Bruna de Oliveira,0,0,3,1,6.2,5.3,0,0,1,3,2,2,DIFICULDADE,3.34003,2.5277
688809,Cauê Lino Nuerami,0,0,0,0,7.1,7.1,6.4,6.2,1,3,3,4,EXATAS,0.46904,2.81
941955,Larissa Ingrid dos Reis,0,0,0,0,5.7,4.6,5.7,4.9,1,3,3,5,DIFICULDADE,0.56199,2.0857
866125,Maíra Jenny de Castro Terceiro,1,1,1,1,0,0,0,0,,5,2,2,DIFICULDADE,0,"0,00"
132313,Quésia da Silva Vasigraov de Godoy,1,3,3,1,0,0,0,0,1,5,3,5,DIFICULDADE,0,0.5
400594,Quésia Ngehe da Silva,0,0,0,0,7,6.8,5.8,6.5,1,4,1,7,EXATAS,0.5252,2.7158
742789,Roger Wagner de Álvares,0,0,0,0,6.4,5.4,6,5.7,1,2,1,4,EXATAS,0.4272,2.3627
813437,Celeste da Serra,0,0,0,0,6,6.7,7,,1,5,6,2,HUMANAS,0.51316,3.3808
498855,Fernando Michel Kemo de Farias,0,0,0,0,6.1,6.1,6.8,5.6,1,5,0,3,DIFICULDADE,0.49329,2.6298
574029,Amanda de Araújo da Silva,0,0,0,0,4.1,4.3,5,4.4,1,5,2,3,DIFICULDADE,0.3873,1.8099
581609,Marcelo dos Santos Júnior,0,0,0,0,6,4.6,5.5,5.1,1,6,2,5,EXATAS,0.59442,2.0664
960249,Cibele Xencra Bahia,0,0,0,0,5,5.8,5.1,5.8,0,5,0,5,DIFICULDADE,0.43493,2.8028
441802,Paula Graziele da Silva,1,1,1,1,0,0,0,0,1,4,0,6,DIFICULDADE,0,0.5
741681,Caio Rivaldo de Barbosa Hoya,1,3,1,1,0,0,0,0,0,2,4,4,DIFICULDADE,0,"0,00"
376932,Damares Maria Airnson do Prado,3,1,1,1,0,0,0,,1,20,5,3,DIFICULDADE,0,0.5774
731335,Gisele Hilda Drebronli Oyu,1,3,1,1,0,0,0,0,1,15,2,4,DIFICULDADE,0,0.5
889790,Ayrton Adílson de Silveira,0,0,0,0,5,5.5,5,4.7,1,2,5,6,DIFICULDADE,0.33166,2.0599
922968,Selma de Osório Pimenta Anizka,0,0,0,0,6.3,5.6,6.9,,,12,5,3,HUMANAS,0.65064,0.9192
886126,Margarida da Silva Tahegi,0,0,0,0,6.7,6.7,5.5,6.2,1,8,5,3,EXATAS,0.56789,2.6134
590575,Cristiano Fena de Guimarães,0,0,0,0,6.1,5.8,5,5.9,1,6,5,4,EXATAS,0.48305,2.3186
529178,Wagner Sovymtha Júnior,1,1,1,1,0,0,0,,1,3,3,3,DIFICULDADE,0,0.5774
598845,Jorge Mário de Sá,0,0,0,0,7.1,6.6,6.3,6.7,1,2,2,4,EXATAS,0.3304,2.7719
784455,Lina Pires,1,1,1,1,0,0,0,0,1,2,2,6,DIFICULDADE,0,0.5
370487,Ederson da Lira de Soares,0,0,0,0,6.5,6,4.6,6.1,1,3,2,5,DIFICULDADE,0.82865,2.3838
194672,André Isac Borba,1,1,1,3,0,0,0,0,0,5,3,5,DIFICULDADE,0,"0,00"
829250,Max Lúcio da Paz,0,0,0,0,6,6.6,7.9,5.6,1,4,5,5,HUMANAS,1.00457,3.0015
772685,Fábio da Costa,0,0,0,0,5.3,4.9,6.1,4.7,1,11,2,3,EXATAS,0.61914,2.2051
359495,Bete Sabrina Tristão,0,0,0,0,7.3,6.5,7.7,,,5,5,2,MUITO_BOM,0.61101,0.8485
182340,Magali de Fraga Azenman,0,0,1,1,5,4.9,0,0,1,2,2,5,DIFICULDADE,2.85818,2.3315
198277,Walderice Selena Duque,0,0,0,0,5.9,6.2,5.9,,1,3,2,3,EXATAS,0.17321,2.9195
217033,Meire Damares Bamo da Paixão,0,0,0,0,6.2,5.9,5.7,5.9,,9,1,3,DIFICULDADE,0.20616,0.1155
839060,Úrsula de Cardozo,1,1,1,1,0,0,0,,1,3,5,4,DIFICULDADE,0,0.5774
262474,Aurélio Eifagan Júnior,0,0,0,0,6.6,6.8,5.1,5.6,1,4,3,3,EXATAS,0.80984,2.5198
299951,Paula de Menezes,0,0,0,0,6.4,5.7,5,5.2,,4,5,5,EXATAS,0.62383,0.3606
677771,Lili Raquel Lopes da Nóbrega Morani,0,0,0,0,7.1,5.9,7.8,,,12,5,1,HUMANAS,0.9609,1.3435
486523,Rodrigo Bewernroman,0,0,0,0,7.3,6.9,5.4,6.1,0,4,0,5,EXATAS,0.84607,3.1273
842117,Estevão Presa Valverde,0,0,0,0,5.9,5.1,5.4,4.3,1,3,2,6,DIFICULDADE,0.6702,2.0207
422340,Renata Lina Dutra Rufunura de Leite,0,0,0,0,6.1,5.1,5.4,6.5,1,9,4,4,EXATAS,0.63966,2.4097
525877,Laila de Lima,0,0,0,0,6,4.7,7.1,,1,3,2,5,HUMANAS,1.20139,"3073,00"
645671,Zara de Palhares,0,0,0,0,5.3,5.5,5.8,5.8,1,6,2,4,EXATAS,0.24495,2.3543
568783,Fagner Beto da Paz,0,0,0,0,6.8,6.8,6.7,6.5,0,8,4,1,HUMANAS,0.14142,3.3357
395247,Félix Edivaldo Ndene,0,0,0,0,5.1,5.1,5.4,5,1,5,2,3,DIFICULDADE,0.17321,2.0903
192224,Gilberto Gernipero,0,0,0,0,6.4,6.7,5.2,,1,4,2,6,EXATAS,0.79373,2.9547
541378,Roberta Yeda de Ortega,0,0,0,0,7.4,7.5,6.8,6.9,1,4,2,3,HUMANAS,0.35119,"3049,00"
426306,Luara Manuela de Sá Saoyrn,0,0,0,0,6.6,6.1,4.8,6.1,1,10,7,3,EXATAS,0.77028,2.4125
486089,Junior de Jesus Neto,0,0,0,0,5.3,4.9,6.3,5.1,,4,5,6,DIFICULDADE,0.62183,0.7572
946849,Hellen Fortes,0,0,1,1,4.9,5,0,0,,5,5,3,DIFICULDADE,2.85818,2.8868
473896,Magali Melanie Noeuman do Paraná,0,0,0,0,6.6,5.9,5.6,5.7,,9,4,4,EXATAS,0.45092,0.1528
247495,Gislaine Hehi,0,0,0,0,6.3,5.7,5.5,5.4,1,9,2,7,EXATAS,0.40311,2.2701
535205,Flávia Evelyn Enuer de Monteiro,0,0,0,0,6.6,6,5.2,,1,4,3,4,EXATAS,0.70238,2.6858
632299,Christie dos Santos da Silva de Souza,0,0,0,0,6.6,6.8,4.7,6.4,1,2,2,7,EXATAS,0.96393,"2645,00"
279217,Quênia Gislaine Dutra,0,0,0,0,6.2,6.7,5.2,,0,0,1,7,EXATAS,0.76376,3.5162
757915,Ingrid Ornom Esaov,1,1,3,1,0,0,0,,0,5,5,3,DIFICULDADE,0,"0,00"
723267,Tomáz Wellington Eirn de Ortega,0,0,0,0,5.8,5.8,5.1,5.2,1,7,4,2,EXATAS,0.37749,2.2051
118391,Ademar Jesus Ifunman,0,0,1,3,6.7,5.6,0,0,,2,4,3,DIFICULDADE,3.57899,3.2332
680410,Heloísa Igreja de Alvarenga,1,3,1,1,0,0,0,0,1,11,3,5,DIFICULDADE,0,0.5
474362,Manoel Demilson Gymle,1,3,1,1,0,0,0,0,1,7,2,4,DIFICULDADE,0,0.5
699340,Ali Valente,0,0,0,0,6,4.7,5.8,5.4,1,3,3,3,DIFICULDADE,0.57373,2.1975
221958,Caroline de Paranhos,0,0,0,0,6,6.7,5.3,5.1,1,4,2,7,EXATAS,0.72744,2.4554
184526,Altino Osvaldo Afre Opoer Júnior,0,0,0,0,6.9,6.1,5.7,,1,4,5,3,EXATAS,0.61101,2.8361
979940,Ângelo Augusto Gutierrez,1,1,1,1,0,0,0,0,1,2,0,5,DIFICULDADE,0,0.5
563027,Maria Rosa de Simões,0,0,0,0,6.9,6.8,6.2,6.9,1,3,2,3,EXATAS,0.33665,2.8336
140504,Quitéria Vitória de Oliveira,0,0,0,0,5.9,4.6,5.9,5.2,1,3,5,4,DIFICULDADE,0.62716,2.1823
628125,Cleuza da Cunha,1,1,1,1,0,0,0,0,1,2,2,4,DIFICULDADE,0,0.5
782738,Shirley Ana da Silva,3,1,1,3,0,0,0,0,0,2,0,8,DIFICULDADE,0,"0,00"
885741,Caroline de Oliveira da Luz,0,0,0,0,5.4,5.2,4.9,6.3,0,2,3,6,EXATAS,0.60277,2.7988
367327,Lena Margarida da Silva,1,1,1,1,0,0,0,0,0,4,0,3,DIFICULDADE,0,"0,00"
717397,Zenaide Kio,0,0,0,0,6.2,5.6,5.1,,,4,3,3,DIFICULDADE,0.55076,0.3536
974988,Batista Elano dos Santos,0,0,0,0,6.2,6.2,5.5,5,1,5,3,7,EXATAS,0.58523,2.3358
983180,Cirilo Edu Toeã,0,0,0,0,5.7,6,6.7,4.9,1,4,1,7,DIFICULDADE,0.74554,2.5436
771871,Cristiane Devify dos Santos,0,0,1,1,7,7.1,0,0,0,4,2,4,EXATAS,4.07052,3.55
542488,Raí Wilson Tabo Egeson,0,0,0,0,6,6.6,4.7,6.7,1,7,5,3,EXATAS,0.92014,"2664,00"
495830,Tânia Góis,0,0,0,0,5.4,6.5,6.3,5.8,1,4,2,3,EXATAS,0.49666,2.6166
565281,Rosa da Serra,0,0,0,0,6.1,5.4,5.5,6,1,7,4,4,EXATAS,0.35119,2.3315
244777,Yuri Adílson de Peres,0,0,0,0,5.8,4.6,5.3,4.7,,5,1,7,DIFICULDADE,0.55976,0.3786
831273,Robert de Brito Evroi,0,0,0,0,5.9,6.1,5,4.6,1,4,2,6,EXATAS,0.71647,2.2096
384327,Marli de Souza Guedes,1,1,1,1,0,0,0,0,1,7,4,3,DIFICULDADE,0,0.5
363042,Max Lucas da Silva de Torquato Afu Neto,0,0,0,0,6,4.9,5.4,5.7,,2,4,4,EXATAS,0.46904,0.4041
239396,Domingos Pinto,1,1,1,1,0,0,0,0,1,3,3,4,DIFICULDADE,0,0.5
464953,Jackson Ciro dos Reis,0,0,1,1,6.9,5.4,0,0,0,4,5,2,DIFICULDADE,3.60312,2.7
894759,Quirino Conulov Frias,1,1,3,3,0,0,0,0,1,3,1,7,DIFICULDADE,0,0.5
444533,Jeniffer Dilma Fragoso Biceman,0,0,0,0,6.2,5.9,7.1,6.1,1,3,3,3,HUMANAS,0.53151,2.7342
737255,Renato da Silva,3,1,3,1,0,0,0,0,1,10,2,3,DIFICULDADE,0,0.5
835554,Quitéria Simone de Oliveira Rosa,0,0,0,0,5.2,4.4,5.3,5.8,,4,2,6,DIFICULDADE,0.57951,0.7095
245556,Oliver Mercado,0,0,0,0,6.1,6.5,4.9,5.7,1,2,0,4,EXATAS,0.68313,2.4391
607816,Laila Diana das Neves Azouson Terceiro,0,0,0,0,5.6,6.2,5.6,5,1,7,4,6,DIFICULDADE,0.4899,2.3516
462712,Brenda Maria Nofubo de Amorim Mourão,0,0,0,0,5.7,6.4,4.5,5,1,11,0,8,DIFICULDADE,0.82865,2.2955
980904,Maísa Raíssa de Barbosa,0,0,0,0,6.8,7.4,8.3,6.7,1,6,4,4,HUMANAS,0.73485,"3299,00"
237901,Luan Roberval Igreja,0,0,0,0,6.4,6.2,4.9,5.5,1,5,3,3,EXATAS,0.68557,2.3281
710216,Leonara Gomes,1,1,1,1,0,0,0,0,1,11,1,6,DIFICULDADE,0,0.5
128165,Marielle Ana Castelo dos Santos,0,0,0,0,6.8,6.8,7.7,6.3,1,5,2,3,DIFICULDADE,0.5831,3.0227
661514,Nádia Ana de Sobral,0,0,0,0,5.5,5.8,5.5,5.1,1,7,4,3,EXATAS,0.28723,2.2517
902898,Adriana de Pereira Nezzi,1,1,1,1,0,0,0,0,1,5,3,6,DIFICULDADE,0,0.5
596928,Raíssa Gomes do Paraná,1,1,1,1,0,0,0,0,1,4,2,3,DIFICULDADE,0,0.5
254404,Mayra Rangel Osaho,0,0,0,0,4.2,0,6.6,6,,12,6,3,DIFICULDADE,2.97993,3.6497
127099,Albano Jair da Costa Klanez Júnior,1,3,1,1,0,0,0,,1,3,2,6,DIFICULDADE,0,0.5774
150917,Camilo de Oliveira Moreno,3,1,1,1,0,0,0,0,0,13,3,1,DIFICULDADE,0,"0,00"
659606,Helder de Nogueira,1,3,1,1,0,0,0,0,,3,2,6,DIFICULDADE,0,"0,00"
996329,Vinícius Wellington Uniunan Gomes,0,0,0,0,6.2,5.6,5.7,5.5,,2,5,3,EXATAS,0.31091,0.1
130024,João Jonas de Oliveira Raeson Dazuza,0,0,0,0,6.1,6,4.9,5.6,0,4,5,3,EXATAS,0.54467,2.7873
335320,Nicole Dlisrasye Ioer Buarque,1,1,1,1,0,0,0,0,1,4,0,3,DIFICULDADE,0,0.5
542455,Adrielle de Souza,0,0,0,0,6.4,6.9,5.3,5.1,,2,2,3,EXATAS,0.86554,0.9866
402242,Reinaldo Ronaldo Baata,1,1,3,1,0,0,0,,1,12,5,3,DIFICULDADE,0,0.5774
508844,Eduarda Pezosus Pidepe,0,0,0,0,4.7,4.8,5,5.3,1,4,5,5,DIFICULDADE,0.26458,2.0271
568343,Elaine de Barbosa,0,0,0,0,5.9,6.6,5.1,6.1,,6,2,2,EXATAS,0.62383,0.7638
503923,Jesus Laerte Zuchizeji de Brandão Oidalvic,0,0,0,0,6,6.4,4.6,4.8,0,8,1,5,EXATAS,0.88506,2.7538
246448,Giovanni da Cruz de Bueno,1,1,1,1,0,0,0,0,1,5,4,5,DIFICULDADE,0,0.5
861731,Vanessa Andressa de Cabral da Cruz,0,0,0,0,6.6,6.5,5.7,,0,4,7,3,EXATAS,0.49329,3.5445
176594,Tainá Michele Heinapo,0,0,3,1,6.3,7,0,0,1,5,4,3,DIFICULDADE,3.85,3.3665
250989,Ivan Mário Tipresov Obruturnon,0,0,0,0,6.7,6.2,5,6.8,1,12,0,3,EXATAS,0.82614,2.6096
900744,Fred Dário de Bueno Loymi,0,0,0,0,5.9,4.9,5.6,,,9,2,6,EXATAS,0.51316,"495,00"
291157,Giuseppe Kim da Silva,0,0,3,3,5.6,4.2,0,0,1,8,4,3,DIFICULDADE,2.88617,1.99
943543,Lino Gomes de Souza Cilomson,0,0,0,0,6,4.9,6.7,4.7,1,2,2,6,HUMANAS,0.94296,2.3922
640521,Thaís Caison Moreno de Leite,0,0,0,0,5.9,5.3,5.9,5.7,1,9,3,5,DIFICULDADE,0.28284,2.3301
326197,Lúcio Albino Werner,0,0,0,0,7.4,6.3,5.3,6.9,1,4,6,2,EXATAS,0.90323,2.6663
317736,Jeniffer Célia Brasil,0,0,0,0,6.5,5.2,7.1,4.8,1,3,3,3,HUMANAS,1.08012,2.5552
231183,Vívian Maria de Vasconcelos,0,0,0,0,6.7,5.8,5.1,5.9,0,2,2,1,EXATAS,0.65511,2.8225
279345,Hilda de Ramos,0,0,0,0,5.6,5.4,7.3,4.8,1,3,3,4,HUMANAS,1.07199,2.6412
192685,Dante Charles de Barbosa,1,3,1,1,0,0,0,0,,1,0,4,DIFICULDADE,0,"0,00"
939332,Aécio de Arruda Gesa,3,1,1,1,0,0,0,0,1,2,1,6,DIFICULDADE,0,0.5
323632,Maurício Eico Júnior,0,0,0,0,7.3,7.4,8.5,7,0,14,5,3,HUMANAS,0.65574,"3869,00"
939356,Jason Moacyr Detake de Palhares,0,0,0,0,7,5.7,5,5.5,,2,6,5,EXATAS,0.85245,0.3606
396689,Janete Tyos de Duarte,0,0,0,0,7.5,8.4,8.9,8.1,1,4,5,3,MUITO_BOM,0.58523,3.7479
331565,Samara Frawuov Wochima,1,1,1,1,0,0,0,0,0,7,2,6,DIFICULDADE,0,"0,00"
232963,Jenny Léia Timdy de Guimarães,0,0,0,0,7,5.9,5.7,,1,4,5,3,EXATAS,0.7,2.7731
647231,Andréia dos Santos Câmara,0,0,0,0,6.5,7.4,7.3,,1,5,2,6,DIFICULDADE,0.49329,3.6665
627947,Severino Vrasoson,0,0,0,0,6.4,5.5,5.6,5.8,1,7,3,6,EXATAS,0.40311,2.32
770580,Sandro do Rio,1,1,1,1,0,0,0,0,1,3,5,6,DIFICULDADE,0,0.5
997190,Danielle Fátima de Teixeira,0,0,0,0,7.7,8.3,5,,0,19,7,2,EXATAS,1.75784,4.1789
727160,Raul de Abreu Sahekiyu,0,0,0,0,6.2,6.3,5.9,6.5,0,5,5,3,EXATAS,0.25,3.1266
371696,Célia Solange Eiman Zera,0,0,0,0,7,7.1,5.1,6.6,,4,7,3,EXATAS,0.92556,1.0408
123874,Fátima Malvam de Morais,0,0,0,0,6.5,5.7,6,6.3,1,4,2,5,EXATAS,0.35,"2512,00"
172898,Simão Áureo da Silva Vaz Banhos,1,1,1,1,0,0,0,0,1,7,2,3,DIFICULDADE,0,0.5
451916,Jânio de Padilha Júnior,0,0,0,0,7,7,6.5,,1,3,2,3,EXATAS,0.28868,3.3292
653428,Paula dos Santos,0,0,0,0,5.6,6.9,7.2,5.9,1,17,5,2,HUMANAS,0.77028,2.8873
705927,Danielle Wendy Tsuka,0,0,0,0,6.4,5.2,5.3,4.8,1,9,4,4,EXATAS,0.68496,2.0614
503321,Mateus Jaziel Câmara de Sobral,0,0,0,0,6.6,5.9,5.9,5.2,1,4,5,3,EXATAS,0.57155,2.3566
274309,Jack da Silva Leympelman,0,0,0,0,6.7,6.2,6.3,4.7,1,2,2,6,EXATAS,0.87702,2.4772
981867,Itamar Guedes Júnior,0,0,0,0,6.5,6.5,6.5,,1,4,3,3,DIFICULDADE,0,3.1754
440765,Luciano Orlando de Martins Pimenta,0,0,0,0,6.4,5.5,5.8,6.1,0,17,5,3,EXATAS,0.3873,2.9103
211274,Jeferson Barroso de Rezende Júnior,0,0,0,0,7.2,6.7,6,6.5,0,5,7,1,EXATAS,0.49666,3.2135
336711,Eliane Ana de Novais Gomes,0,0,0,0,6.7,7.2,6.2,5,1,7,3,6,EXATAS,0.94296,2.7197
938258,Heloísa Ivete Gomes dos Santos,3,1,1,1,0,0,0,0,1,9,2,4,DIFICULDADE,0,0.5
272148,Pablo de Souza Júnior,0,0,0,0,6.7,7.1,5.6,6.9,1,7,5,5,EXATAS,0.6702,2.8455
895189,Jandira Ísis da Paz de Barbosa Tristão,0,0,0,0,6,5.1,4.9,,1,5,4,3,EXATAS,0.58595,2.3116
580986,Renata Melanie Azucire de Teixeira,1,1,3,1,0,0,0,0,1,5,3,3,DIFICULDADE,0,0.5
387055,Martinho Manoel da Silva Pudo,0,0,0,0,7.4,7.6,8.5,8,1,7,3,5,EXCELENTE,0.48563,3.5359
948186,Domingos Victor de Arruda Ashiasão,1,1,1,1,0,0,0,0,1,8,1,5,DIFICULDADE,0,0.5
656682,Daiane Maria Zechirebu,0,0,0,0,7.1,7.2,6,6.9,,6,7,1,EXATAS,0.54772,0.6245
345817,Arilda Bepugowo,0,0,0,0,6.5,7,5.3,6.5,,4,2,6,EXATAS,0.72284,0.8737
884843,Simão Ezequiel Zisaman Júnior,0,0,0,0,6.3,5.6,6.2,6.5,0,6,2,4,EXATAS,0.3873,3.0729
225756,Tatiane de Souza Dacenvic,0,0,0,0,6.1,6,6.1,5.9,1,4,0,6,DIFICULDADE,0.09574,2.5013
616532,Mateus Fabiano Jira,0,0,0,0,6.1,6.2,6.6,,1,3,3,4,EXATAS,0.26458,3.1241
741693,Velma de Paiva Pimenta,0,0,0,0,6.1,5.5,7.9,4.7,0,8,3,3,HUMANAS,1.36015,"3309,00"
122621,Andréia Teles Yuradaji,0,0,0,0,5.7,4.8,7,5,1,4,3,3,DIFICULDADE,0.99457,2.5053
583721,Bella Barroso,1,3,1,1,0,0,0,0,1,4,3,5,DIFICULDADE,0,0.5
826744,Helena Kelly Ikuni,0,0,1,1,5,5.1,0,0,1,5,1,7,DIFICULDADE,2.9159,2.4295
354319,Jorge Eliel da Paixão Igreja,0,0,0,0,5.7,5.8,5.6,5.4,1,3,1,7,EXATAS,0.17078,2.3058
480925,Rebeca Sogase de Ortega Resgaca,0,0,0,0,6.7,6.8,8.5,6.4,0,6,6,2,HUMANAS,0.94868,3.7295
371996,Jeferson Alan Tabi Guedes de Andrade Júnior,0,0,0,0,5.5,5.5,4.6,5.3,1,4,2,6,EXATAS,0.4272,2.1024
425426,Aécio Olisseuer Trevisan,0,0,0,0,5,5.4,4.7,,1,5,0,3,EXATAS,0.35119,2.3643
139549,Jorge de Muniz,0,0,0,0,6.8,6.5,5.4,4.9,1,2,0,3,EXATAS,0.89815,2.3951
818009,Beto Rysierno Terceiro,0,0,0,0,5.1,4.9,6,5,1,11,5,3,EXATAS,0.50662,2.2066
897567,Sâmia Unito de Sobral,0,0,0,0,5.9,6.1,4.6,5.1,1,3,3,4,EXATAS,0.6994,2.2226
330325,Albino de Souza da Silva,0,0,0,0,6.3,6,5.3,,0,8,5,3,EXATAS,0.51316,3.2808
234087,Tiago Leonardo Aullas Mercado,0,0,0,0,5.7,4.6,5.7,5.1,1,8,0,3,EXATAS,0.53151,"2115,00"
485377,Gilberto Syjo Lozmavic Júnior,0,0,3,3,7.3,7.2,0,0,1,5,2,2,DIFICULDADE,4.18599,3.4655
745717,Dário Leandro Mourão,0,0,0,0,5.6,6.1,5.6,5.3,1,2,2,4,EXATAS,0.33166,2.3566
619338,Cristiano Samuel Igreja da Silva de Lacerda,0,0,1,1,4.8,5.5,0,0,1,2,1,6,DIFICULDADE,2.98706,"2626,00"
455183,Valeska de Freitas,0,0,0,0,7.3,7.8,5.4,6.1,,0,4,1,EXATAS,1.09697,1.2342
836717,Thiago Zazo de Matos,1,1,3,3,0,0,0,0,1,5,7,1,DIFICULDADE,0,0.5
287781,Xavier Hamilton Dias,0,0,1,1,4.2,4.6,0,0,1,3,1,7,DIFICULDADE,2.54558,2.1848
802737,Alberto da Silva,0,0,0,0,5.4,5,4.5,,1,2,7,3,DIFICULDADE,0.45092,2.1794
867513,Flávio Oséas da Silva,1,1,1,3,0,0,0,0,1,3,1,7,DIFICULDADE,0,0.5
205883,Elisete Raquel Oscy de Fonseca,1,1,1,1,0,0,0,0,0,4,2,7,DIFICULDADE,0,"0,00"
834494,Bento da Silva,1,1,1,1,0,0,0,0,1,5,2,6,DIFICULDADE,0,0.5
846595,Bartolomeu Flávio Branco Neto,0,0,0,0,6.4,7,8.2,,0,7,4,3,HUMANAS,0.91652,4.4287
586111,Zuleide Heloísa Hetafu Usie,0,0,0,0,6.8,7.3,7.5,5.3,,4,2,6,HUMANAS,0.99457,1.2166
444894,Vanessa de Paula Ugilman,0,0,3,1,6.1,6,0,0,1,6,2,5,DIFICULDADE,3.49321,2.8723
478703,Kauê Uribe de Mendonça da Silva,0,0,0,0,6,5.2,6.4,4.8,1,6,2,3,EXATAS,0.7303,2.3345
494918,Pablo de Melo do Rio,1,1,1,3,0,0,0,0,1,3,2,6,DIFICULDADE,0,0.5
652737,Mirian de Leite,0,0,0,0,7,7.6,6.8,6.8,1,2,2,3,HUMANAS,0.37859,3.0567
982749,Antônio Sílvio dos Santos,0,0,0,0,6.9,5.8,4.6,,1,3,4,3,DIFICULDADE,1.15036,"2498,00"
331063,Bartolomeu Nathan de Andrade Bemotsume Odas,0,0,0,0,6.4,6.5,6.4,7,1,7,5,2,EXATAS,0.28723,2.8289
760794,Ana de Ferraz Werner,1,1,3,3,0,0,0,,,3,1,5,DIFICULDADE,0,"0,00"
241328,Mariano da Silva,0,0,0,0,6.6,7,6.9,,1,3,4,3,HUMANAS,0.20817,3.4356
216344,Nicolas Sanches de Souza,0,0,0,0,5.1,4.4,5.3,5.5,,4,3,2,DIFICULDADE,0.47871,0.5859
883959,Nivaldo Sílvio dos Santos de Fraga,0,0,0,0,7.1,7.6,8.5,7,1,5,3,2,EXCELENTE,0.68557,3.4062
841095,Thaíssa Jaseoson da Silva Milani,0,0,0,0,6.3,4.4,5.4,5.4,1,11,6,3,EXATAS,0.77621,2.0873
802171,Walter Jair de Pereira Igreja Terceiro,1,1,1,1,0,0,0,0,0,5,1,6,DIFICULDADE,0,"0,00"
750462,Rose Negezu Bahia,0,0,0,0,6.5,6.3,5.7,6.4,1,4,0,7,EXATAS,0.3594,2.5852
164909,Kelly da Rocha de Malta,1,1,1,1,0,0,0,0,1,3,2,6,DIFICULDADE,0,0.5
283323,Milton Silvair do Vale Rogodo de Gimenes,1,1,3,1,0,0,0,0,1,4,2,6,DIFICULDADE,0,0.5
616716,Zara de Macedo,0,0,0,0,5.8,4.7,5.7,,1,8,3,4,DIFICULDADE,0.60828,2.4759
372408,Eleonora Luciana Jangada,0,0,0,0,6.4,6,5.4,,0,4,4,4,EXATAS,0.50332,3.3045
737739,Ney de Souza da Silva,1,1,1,1,0,0,0,0,,4,2,5,DIFICULDADE,0,"0,00"
144983,Catarina Michele Tessenyov,0,0,0,0,6.8,6.4,5.7,,1,15,4,2,EXATAS,0.55678,2.9366
267552,Hamilton da Silva dos Santos,1,1,1,1,0,0,0,0,1,6,0,3,DIFICULDADE,0,0.5
467014,Danielle de Osório,0,0,0,0,5.4,6.2,4.8,4.7,0,2,2,6,DIFICULDADE,0.68981,2.7048
